,name,aroma,colour,country_of_origin,family,flavour,ingredients,producers,region,rind,texture,type,vegetarian,synonyms,fat_content,alternative_spellings,calcium_content,fat_content_(in_dry_matter)
145,beaumont,"barnyardy, earthy, rich",pale yellow,france,,,unpasteurized cow's milk,,rhône-alpes,washed,creamy and smooth,semi-soft,no,,50%,,,
146,beauvoorde,spicy,yellow,belgium,,mild,cow's milk,,flanders,natural,creamy and firm,semi-hard,,,,,,
147,beechers-flagship,,yellow,united states,cheddar,"creamy, full-flavored, nutty",pasteurized cow's milk,beecher's,"seattle, washington",cloth wrapped,creamy and crumbly,"semi-hard, artisan",yes,"flagship reserve , yule käse",,,,
148,beehive-fresh,"buttery, fresh, mild",pale yellow,united states,mozzarella,"buttery, mild",pasteurized cow's milk,beehive cheese company,utah,,buttery and soft,"fresh soft, artisan",yes,,,,,
149,beemster-2-milk,"aromatic, floral, fruity",,"canada, denmark, france, germany, holland and united states",,nutty,pasteurized cow's milk,"beemster cheese, cono kaasmakers / beemster",,,smooth,semi-soft,no,,5 g/100g,,,8%
150,beemster-aged,rich,yellow,holland and netherlands,gouda,"full-flavored, smooth, spicy, strong",pasteurized cow's milk,"beemster cheese, cono kaasmakers / beemster",,natural,"crystalline, firm and smooth",hard,no,beemster old,,,,
151,beemster-classic,"rich, strong",yellow,holland and netherlands,gouda,"burnt caramel, salty, sharp, sweet",pasteurized cow's milk,"beemster cheese, cono kaasmakers / beemster",,natural,"creamy, firm and smooth",semi-hard,no,,,,,
152,beemster-extra-aged,aromatic,golden yellow,holland and netherlands,gouda,"butterscotch, nutty",pasteurized cow's milk,"beemster cheese, cono kaasmakers / beemster",,natural,"brittle, crumbly and grainy",hard,no,"beemster extra old, beemster x-o",,,,
153,beemster-graskaas,rich,yellow,holland and netherlands,gouda,full-flavored,pasteurized cow's milk,"beemster cheese, cono kaasmakers / beemster",,natural,"creamy, open and smooth",semi-hard,no,,,,,
154,beenleigh-blue,nutty,ivory,england and united kingdom,blue,"burnt caramel, salty, spicy",pasteurized sheep's milk,ticklemore cheese,devon,natural,"crumbly, dense and smooth","soft, blue-veined",yes,,45-50%,,,
155,bega-processed-cheddar,,yellow,australia,cheddar,creamy,pasteurized cow's milk,bega cheese limited,,,creamy and smooth,soft,,,,,,
156,bel-ceillo,pungent,pale yellow,united states,parmesan,sharp,cow's milk,muranda cheese company,ny,natural,creamy and crumbly,"semi-hard, artisan",,,,,,
157,bel-paese,pleasant,pale yellow,italy,,"buttery, mild, milky, sweet",pasteurized cow's milk,galbani,lombardy,plastic,creamy and smooth,semi-soft,no,,,,,
158,bella-lodi,"aromatic, rich",white,italy,parmesan,full-flavored,unpasteurized cow's milk,lodigrana,lodi,natural,"crumbly, flaky and grainy","hard, artisan",yes,black parmesan,,"bella lodi raspadura, lodigrana bella lodi",,
159,belle-creme,"mushroom, nutty",white,canada,brie,"acidic, buttery, creamy, salty",pasteurized cow's milk,la maison alexis de portneuf inc.,québec,bloomy,"buttery, creamy, smooth and soft-ripened","soft, soft-ripened",,,,,,
160,belletoile,mild,,france,brie,"garlicky, mild, mushroomy, nutty, tangy",pasteurized cow's milk,fromagerie henri hutin,,,creamy,"soft, soft-ripened",no,,70%,,,
161,bellwether-farms-crescenza,"buttery, rich",ivory,united states,,"buttery, tart",pasteurized cow's milk,bellwether farms,"sonoma, california",rindless,"buttery, soft-ripened and spreadable","soft, artisan",yes,crescenza,,,,
162,benedictine,,yellow,united states,,,"pasteurized cow's, goat's and sheep's milk",carr valley cheese company,"la velle, wisconsin",washed,creamy,"semi-hard, artisan",,,,,,
163,bent-river,mushroom,,united states,camembert,"buttery, mellow, milky, subtle",pasteurized cow's milk,alemar cheese,"mankato, mn",bloomy,smooth and soft,"soft, artisan, soft-ripened",,,,,,
164,bergader,,,germany,,,cow's milk,bergader privatkäserei gmbh,,,,,no,,,,,
165,bergere-bleue,"lanoline, rich, yeasty",pale yellow,united states,blue,burnt caramel,unpasteurized sheep's milk,northland sheep dairy,"marathon, ny",mold ripened,"creamy, crumbly and smooth","semi-soft, artisan, blue-veined",yes,,,,,
166,bergues,aromatic,,france,,"subtle, sweet",unpasteurized cow's milk,,bergues,washed,smooth,semi-hard,no,,15-25%,,,
167,berkswell,goaty,pale yellow,united kingdom,parmesan,acidic,unpasteurized sheep's milk,"berkswell cheese company , ram hall farm",west midlands,natural,"chewy, dense and firm","hard, smear-ripened",yes,,48%,,,
168,bermondsey-hard-pressed,barnyardy,yellow,"england, great britain and united kingdom",cheddar,"creamy, nutty",unpasteurized cow's milk,kappacasein dairy,"bermondsey, london",natural,"creamy, crumbly and open","hard, artisan",,,,,,
169,bermuda-triangle,"earthy, fresh, spicy",white,united states,brie,"earthy, piquant, spicy, tangy",pasteurized goat's milk,cypress grove chevre,california,bloomy,"creamy, crumbly, dense, firm and smooth","semi-soft, soft-ripened",yes,,,,,
170,bethmale-des-pyrenees,"aromatic, earthy, mushroom",brownish yellow,france,,mild,cow's milk,"alléosse, french cheese club",pyrenees,natural,,semi-hard,no,,,,,
171,bettine-bleu,,,netherlands,,,pasteurized goat's milk,bettinehoeve bv,,,,semi-hard,no,,39.6 g/100g,,,
172,bettine-grand-cru,strong,,netherlands,,"spicy, strong",pasteurized goat's milk,bettinehoeve bv,,,,semi-hard,no,,,,,
173,beyaz-peynir,,,turkey,,,sheep's milk,,,,,semi-soft,yes,,,,,
174,bianca,"fresh, rich",ivory,united states,,"creamy, tangy",goat's and sheep's milk,tieton farm & creamery,"tieton, washington",rindless,soft and spreadable,"fresh soft, artisan",,,,,,
175,bianco,,pale yellow,germany,,"buttery, garlicky, mild",cow's milk,bergader privatkäserei gmbh,,natural,"creamy, open and soft",semi-hard,no,,32.5 g/100g,"bianco garlic, bianco original",725 mg/100g,
176,bica-de-queijo,goaty,ivory,portugal,,"buttery, mild, salty","unpasteurized cow's, goat's and sheep's milk",,póvoa de lanhoso,natural,"creamy, firm, smooth and springy","semi-soft, artisan",no,,45%,"bag of cheese, queijo de bica, bolsa de queso",,
177,bierkase,strong,pale yellow,germany,cheddar,"full-flavored, salty, tangy",pasteurized cow's milk,wisconsin cheese,,washed,smooth,"semi-soft, smear-ripened",no,"weisslacker, beer kaese, beer cheese, whitewash, bierkäse",40%,,,
178,big-johns-cajun,"rich, spicy",pale yellow,united states,,"smooth, spicy",pasteurized cow's milk,beehive cheese company,utah,natural,creamy and smooth,"hard, artisan",yes,,,,,
179,big-rock-blue,mild,ivory,united states,blue,"buttery, salty",pasteurized cow's milk,central coast creamery,california,rindless,buttery and crumbly,"semi firm, artisan, blue-veined",yes,,,,,
180,big-woods-blue,"pronounced, sweet",ivory,united states,blue,"full-flavored, sharp, spicy, tangy",pasteurized sheep's milk,shepherd's way farms,minnesota,natural,firm,"semi-hard, blue-veined",yes,,,,,
181,bijou,"fresh, yeasty",,united states,,"sharp, sweet, tangy, yeasty",pasteurized goat's milk,vermont creamery,"websterville, vt",mold ripened,creamy and smooth,"semi-soft, artisan",,,11%,,,
182,binnorie-marinated-fetta,"clean, fresh, herbal",white,australia,feta,"herbaceous, mild, milky",cow's milk,binnorie dairy,"pokolbin, hunter valley",natural,creamy,"soft, brined",no,,,marinated feta,,
183,bishop-kennedy,pungent,yellow,scotland,,"creamy, strong",cow's milk,"kinfauns home farm, scotland","kinfauns, perthshire",washed,smooth,soft,yes,,45%,,,
184,bismark,,yellow,united states,,"buttery, creamy, nutty, sweet, tangy",unpasteurized sheep's milk,grafton village cheese company,vermont,rindless,crumbly and firm,"semi-hard, artisan",yes,,,,,
185,black-betty,,,holland,,,pasteurized goat's milk,"essex st. cheese co., fromagerie l'amuse",,waxed,firm,"hard, artisan",,,,,,
186,black-pearl,fresh,,australia,,mild,goat's milk,boatshed cheese,"mornington peninsula, melbourne",ash coated,firm,"semi-hard, artisan",yes,boatshed black pearl,,,,
187,blacksticks-blue,,golden yellow,"england, great britain and united kingdom",blue,"creamy, tangy",pasteurized cow's milk,butlers farmhouse cheeses,lancashire,mold ripened,creamy and spreadable,"soft, blue-veined",no,,,,,
188,blarney-castle,,golden yellow,ireland,gouda,"smooth, tangy",pasteurized cow's milk,kerrygold,blarney,natural,creamy,semi-soft,no,,,,,
189,blenda,,yellow,sweden,,"acidic, fruity, mild, nutty",unpasteurized cow's and sheep's milk,oviken cheese,oviken,natural,,"hard, artisan",,,30%,,,
190,bleu-benedictin,"mushroom, pleasant",pale yellow,canada,blue,"creamy, salty, woody",pasteurized cow's milk,fromagerie de l'abbaye saint-benoît,quebec,natural,"creamy, crumbly and firm","semi-soft, artisan, blue-veined",no,,,,,
191,bleu-dauvergne,strong,ivory,france,blue,"buttery, creamy, grassy, herbaceous, salty, spicy, tangy",pasteurized or unpasteurized cow's milk,,auvergne,bloomy,creamy and smooth,"semi-soft, artisan",no,,50%,,,
192,bleu-de-laqueuille,earthy,blue,france,blue,"salty, spicy, tangy",pasteurized cow's milk,,laqueuille,natural,creamy and smooth,"soft, blue-veined",no,,30%,,,
193,bleu-des-causses,"grassy, strong",blue,france,blue,"salty, spicy",unpasteurized cow's milk,,"languedoc, midi pyrenees",natural,creamy,"semi-soft, blue-veined",no,,45%,,,
194,bleu-lermite,fermented,cream,canada,blue,"mushroomy, nutty, salty, sharp",pasteurized cow's milk,abbey de saint-benoit-du-lac,quebec,natural,creamy and crumbly,"semi-soft, artisan, blue-veined",no,"ermite (l'), bleu ermite, blue hermit",,,,
195,bleu-mont-dairy-bandaged-cheddar,earthy,yellow,united states,cheddar,"caramel, nutty, sweet",pasteurized cow's milk,,wisconsin,cloth wrapped,"crumbly, crystalline and flaky","hard, artisan",no,,,,,
196,bleubry,pungent,cream,canada,blue,"creamy, mild, savory",pasteurized cow's milk,la maison alexis de portneuf inc.,quebec,mold ripened,"creamy, smooth and supple","soft, blue-veined",no,,37%,,,
197,blissful-blocks,,yellow,canada and united states,cheddar,"creamy, savory, sharp, spicy",,go veggie!,,plastic,creamy and crumbly,hard,yes,"lactose & soy free mozzarella blocks, lactose free mozzarella blocks, lactose & soy free cheddar blocks, lactose free cheddar blocks",,,,
198,blissful-toppings,,yellow,canada and united states,parmesan,"savory, sharp",,go veggie!,,artificial,crumbly,soft,yes,"lactose free parmesan grated topping, dairy free parmesan grated topping",,,,
199,bloomsdale,,white,united states,brie,"earthy, milky, tangy",pasteurized goat's milk,baetje farms llc,bloomdale,mold ripened,"creamy, runny and soft-ripened","soft, artisan, soft-ripened",no,,,,,
200,blu-61,"fruity, rich, sweet",white,italy,blue,"creamy, pronounced, strong",pasteurized cow's milk,la casearia carpenedo s.r.l.,veneto,,creamy and soft,"soft, blue-veined",no,,,,,
201,blu-della-casera,,ivory,italy,,"creamy, strong",pasteurized cow's and sheep's milk,la casera srl,piedmont,leaf wrapped,soft,"soft, blue-veined",,,54%,,,
202,blu-di-bufala,"fresh, milky",cream,italy,blue,"acidic, milky, sweet, tangy",pasteurized water buffalo's milk,azienda agricola gritti bruno e alfio s.s. societa agricola,lombardy,natural,creamy and crumbly,"semi-hard, artisan, blue-veined",no,,,,,
203,blue-benedictine,"buttery, earthy, grassy, herbal, mushroom, sweet",brownish yellow,canada,,"buttery, creamy, earthy, grassy, herbaceous, mushroomy, salty, smooth, sweet",,"benedictine abbey of saint-benoît-du-lac, quebec.",,natural,"buttery, creamy, crumbly and smooth","semi-soft, blue-veined, soft-ripened",,,,,,
204,blue-castello,,blue,denmark,blue,"buttery, tangy",cow's milk,,,washed,creamy and smooth,soft,,,,,,
205,blue-earth,,pale yellow,united states,brie,"buttery, grassy, smooth",pasteurized cow's milk,,"mankato, mn",bloomy,"creamy, runny, smooth and soft","soft, artisan, soft-ripened",yes,,,,,
206,blue-ledge-la-luna,grassy,white,united states,gouda,"creamy, milky, tangy",unpasteurized goat's milk,blue ledge,vermont,waxed,firm and smooth,"semi-hard, artisan",no,la luna,,,,
207,blue-lupine,goaty,,united states,blue,tangy,goat's milk,weirauch farm and creamery,california,natural,creamy and dense,"semi-soft, blue-veined",,,,,,
208,blue-rathgore,,ivory,ireland,blue,"buttery, spicy",goat's milk,,county antrim,natural,creamy and crumbly,"semi-soft, artisan",yes,,,,,
209,blue-vein-australian,"stinky, strong",blue,australia,blue,"salty, sharp",pasteurized or unpasteurized cow's milk,king island dairy,,natural,creamy and dense,"semi-soft, blue-veined",,,,,,
210,blue-vein-cheese,"stinky, strong",blue,countries throughout the world,blue,"salty, sharp, tangy","pasteurized or unpasteurized cow's, goat's or sheep's milk",,,,creamy,"semi-soft, blue-veined",no,"blue cheese , bleu cheese , erborinato",,,,
211,blue-wensleydale,rich,blue,england,blue,"acidic, salty, savory, sharp, strong",pasteurized cow's milk,wensleydale creamery,north yorkshire,cloth wrapped,close,"hard, blue-veined",yes,,,,,
212,blue-yonder,rich,white,united states,blue,subtle,unpasteurized cow's milk,lively run goat dairy,ny,natural,creamy,"semi-soft, blue-veined",yes,,,,,
213,bluebell-falls-cygnus,,white,ireland,,"garlicky, herbaceous, sweet",goat's milk,bluebell falls goats cheese,co. cork,natural,creamy and smooth,"fresh soft, artisan",yes,"cygnus goats cheese, cygnus honey garlic and thyme goats cheese, cygnus pepper and garlic goats cheese",,,,
214,blythedale-camembert,mild,ivory,united states,camembert,"earthy, mushroomy",pasteurized cow's milk,blythedale farm cheeses,vermont,natural,creamy and dense,"soft, artisan",yes,,,,,
215,bocconcini,,white,italy,mozzarella,"buttery, mild, sweet",pasteurized cow's and water buffalo's milk,"la casa del formaggio, paesanella cheese manufacturers, st-laurent, québec",campania,rindless,creamy and springy,"semi-soft, brined",no,"bocconcino di bufala campana, bocconcini alla panna di bufala",6 g/100g,,,
216,boeren-leidse-met-sleutels,"aromatic, rich",yellow,holland and netherlands,gouda,"fruity, spicy",unpasteurized cow's milk,vereniging van boeren-leidse kaasmakers,leiden,waxed,crumbly and firm,"hard, artisan",no,"farmers leiden, leidse kaas, leyden cheese, boeren-leidse kaas, boeren-leidse, cumin cheese, leyden, boeren-leidse met sleutels, boeren leidenkaas",30-40%,,,
217,bohemian-blue,sweet,white,united states,blue,"piquant, sour, sweet",pasteurized sheep's milk,hidden springs company,southwestern wisconsin,rindless,"creamy, crumbly and dry","firm, artisan",no,,,,,
218,boivin-extra-aged-cheddar,,straw,canada,cheddar,"acidic, buttery",pasteurized cow's milk,la fromagerie boivin,quebec,rindless,firm and smooth,hard,,,,,,
219,boivin-marbled-cheddar,buttery,golden orange,canada,cheddar,"mild, salty, sweet",pasteurized cow's milk,la fromagerie boivin,quebec,rindless,firm and smooth,"semi-soft, processed",,,31%,,,
220,boivin-medium-cheddar,,pale yellow,canada,cheddar,"acidic, buttery",pasteurized cow's milk,la fromagerie boivin,quebec,rindless,firm and smooth,semi-hard,,,,,,
221,bonchester,grassy,yellow,scotland and united kingdom,,mild,unpasteurized cow's milk,,roxburghshire,natural,close and smooth,"soft, artisan",no,,20%,,,
222,bonifaz,,cream,germany,,"creamy, garlicky, herbaceous, mild, milky, mushroomy, spicy",pasteurized cow's milk,bergader privatkäserei gmbh,,natural,creamy and soft,soft,no,,43.3 g/100g,,430 mg/100g,
223,bonne-bouche,yeasty,ivory,united states,,"citrusy, grassy",pasteurized goat's milk,vermont creamery,vermont,mold ripened,"creamy, fluffy and smooth",soft,yes,,21%,,,
224,boo-boo-baby-swiss,"milky, pleasant",yellow,united states,swiss cheese,"nutty, sweet",unpasteurized cow's milk,rockhill creamery,utah,natural,"crumbly, firm and open","hard, artisan",no,,,,,
225,bootlegger,floral,pale yellow,canada and italy,,"fruity, full-flavored, strong",pasteurized cow's and sheep's milk,fifth town artisan cheese,lombardy,natural,crumbly and firm,"hard, artisan",,,,,,
226,bossa,stinky,cream,united states,,"floral, meaty",pasteurized sheep's milk,green dirt farm,missouri,washed,"creamy, firm and spreadable","semi-soft, artisan",yes,,,,,
227,bosworth,"aromatic, goaty",white,england and united kingdom,,"mild, salty, sweet",pasteurized goat's milk,highfields farm dairy,staffordshire,mold ripened,crumbly,"soft, artisan",yes,,45%,"bosworth leaf, bosworth ash log",,
228,bothwell-black-truffle-cheddar,"buttery, rich",pale yellow,canada,cheddar,"earthy, fruity",pasteurized cow's milk,bothwell cheese inc.,manitoba,rindless,firm,semi-hard,,,,,,
229,bougon,fresh,white,france,,acidic,pasteurized or unpasteurized goat's milk,,,bloomy,firm,"soft, artisan",no,,50%,,,
230,boulder-chevre,"clean, fresh",white,united states,,"citrusy, grassy, tangy",pasteurized goat's milk,haystack mountain goat dairy,colorado,rindless,"creamy, crumbly and firm","semi-soft, artisan",yes,,5 g/100g,,,
231,boule-du-roves,fresh,white,france,,,unpasteurized goat's milk,,,natural,creamy,"soft, artisan",no,,,,,
232,boulette-davesnes,stinky,,france,,spicy,pasteurized cow's milk,,avesnes,washed,creamy and smooth,fresh soft,yes,,45%,,,
233,bourdin-goat-log,fresh,,france,cottage,"creamy, tangy",goat's milk,,,rindless,creamy and soft,soft,,"bourdin chevre, chevre by bourdin",,,,
234,boursault,earthy,yellow,france,brie,"buttery, citrusy, nutty, salty",pasteurized cow's milk,,val-de-marne,bloomy,"creamy, smooth and spreadable","soft, soft-ripened",no,"lucullus, grand vatel, boursault chèvre, délice de saint-cyr",75%,,,
235,boursin,"fresh, strong",white,france,,"buttery, full-flavored, herbaceous, smooth",pasteurized cow's milk,boursin bel uk ltd,croisy-sur-eure,rindless,"creamy, crumbly and spreadable","soft, processed",yes,gournay cheese,60%,,,
236,bouyssou,,,france,,fruity,cow's milk,,averyron,,,soft,no,,,,,
